Date,Open,High,Low,Close,Volume,Name
9/10/2007,260.9,261.3,255.7,257.5,3226721,GOOGL
9/11/2007,258.75,261.09,258.12,260.93,2704265,GOOGL
9/12/2007,260.53,264.25,259.76,261.59,2986903,GOOGL
9/13/2007,262.29,263.87,261.87,262.65,1892758,GOOGL
9/14/2007,261.86,265.4,261.37,264.64,2765340,GOOGL
9/17/2007,263.53,264.9,262.3,262.91,2198559,GOOGL
9/18/2007,263.52,268.89,262.4,267.9,4223173,GOOGL
9/19/2007,269.9,275,269.7,273.7,5527900,GOOGL
9/20/2007,273.77,278.68,273.29,276.69,5531347,GOOGL
9/21/2007,278.45,280.68,276.69,280.33,8012546,GOOGL
9/24/2007,280.78,286.02,280.28,284.29,5299786,GOOGL
9/25/2007,282.28,285.06,281.71,284.78,2730639,GOOGL
9/26/2007,285.49,286.18,282.19,284.36,3346447,GOOGL
9/27/2007,286.15,286.16,283.17,284.03,2056256,GOOGL
9/28/2007,283.78,285.06,282.34,283.92,2639328,GOOGL
10/1/2007,285.27,292.47,285.09,291.57,4714446,GOOGL
10/2/2007,291.98,298.7,290.3,292.49,7067477,GOOGL
10/3/2007,293.42,294.79,290.47,292.3,3884247,GOOGL
10/4/2007,292.84,292.84,288.82,289.8,2988773,GOOGL
10/5/2007,293.85,298.3,293.8,297.32,5072844,GOOGL
10/8/2007,297.8,305.44,297.27,305.11,5029116,GOOGL
10/9/2007,307.86,312.2,304.5,307.9,8769117,GOOGL
10/10/2007,310.99,313.15,308.71,313.01,5385599,GOOGL
10/11/2007,317.14,321.03,304.8,311.31,11800476,GOOGL
10/12/2007,312.3,319.52,309.43,319.01,6826850,GOOGL
10/15/2007,319.55,320.25,308.08,310.37,6948873,GOOGL
10/16/2007,309.55,313.27,306.3,308.31,6025266,GOOGL
10/17/2007,315.54,317.32,311.11,317.06,6030452,GOOGL
10/18/2007,318.02,321.01,314.56,320.13,12353796,GOOGL
10/19/2007,327.61,329.57,321.94,322.68,15783471,GOOGL
10/22/2007,319.65,327.83,318.46,325.7,6664306,GOOGL
10/23/2007,330.96,339.14,330.33,338.22,6799991,GOOGL
10/24/2007,336.69,339.07,330.11,338.25,7409295,GOOGL
10/25/2007,339.68,339.82,332.11,334.59,5798452,GOOGL
10/26/2007,337.35,338.61,334.36,337.64,3354536,GOOGL
10/29/2007,339.22,340.34,336.38,339.95,3066529,GOOGL
10/30/2007,339.09,350.3,339.09,347.73,6900524,GOOGL
10/31/2007,350.7,353.85,348.37,353.85,6884486,GOOGL
11/1/2007,351.75,357.22,351.24,351.96,6528949,GOOGL
11/2/2007,355.61,357.15,349.02,355.98,5842237,GOOGL
11/5/2007,353.85,365.48,353.39,363.19,8885626,GOOGL
11/6/2007,369.15,371.27,362.86,371.27,8441623,GOOGL
11/7/2007,370.94,373.99,361.93,366.84,8273434,GOOGL
11/8/2007,367.67,367.81,338.93,347.27,16517335,GOOGL
11/9/2007,338.23,341.28,330.94,332.32,11390236,GOOGL
11/12/2007,329.2,335.3,313.42,316.35,10235519,GOOGL
11/13/2007,322.82,330.79,316.35,330.61,8445305,GOOGL
11/14/2007,336.98,338.08,318.45,321.16,8102399,GOOGL
11/15/2007,319.6,324.07,312.31,315.14,6972499,GOOGL
11/16/2007,317.29,318.06,308.32,317.13,9043931,GOOGL
11/19/2007,315.11,318.7,309.56,313.24,5532464,GOOGL
11/20/2007,318.56,329.88,316.75,324.59,9840579,GOOGL
11/21/2007,322.21,335.32,321.36,330.59,7014231,GOOGL
11/23/2007,335.33,339.48,334.39,338.69,2739539,GOOGL
11/26/2007,340.4,347,332.8,333.3,6792108,GOOGL
11/27/2007,337.74,338.55,325.46,337.12,8905896,GOOGL
11/28/2007,341.4,347.5,336.41,346.48,7919050,GOOGL
11/29/2007,345.72,351.75,344.23,348.85,6214863,GOOGL
11/30/2007,355.86,355.89,341.4,346.85,7901777,GOOGL
12/3/2007,345.85,347.85,340.91,341.11,4329483,GOOGL
12/4/2007,339.49,346.35,338.9,342.42,4232399,GOOGL
12/5/2007,346.71,349.81,344.09,349.6,4212216,GOOGL
12/6/2007,349.25,358.64,348.85,357.99,4916014,GOOGL
12/7/2007,357.85,359.36,355.61,357.79,3852520,GOOGL
12/10/2007,358.35,362.76,357.36,359.57,3858284,GOOGL
12/11/2007,360.33,360.86,349.74,349.95,6142422,GOOGL
12/12/2007,357.36,357.52,344.59,350.02,6166134,GOOGL
12/13/2007,348.5,349.16,340.95,347.37,5182202,GOOGL
12/14/2007,344.1,350.2,343.97,345.32,3673495,GOOGL
12/17/2007,344.34,348.06,332.17,334.95,5489502,GOOGL
12/18/2007,337.42,338.69,326.58,337.01,7166879,GOOGL
12/19/2007,337.44,340.09,334.83,339.02,4425125,GOOGL
12/20/2007,343.26,345.85,340.65,345.19,4422920,GOOGL
12/21/2007,349.29,349.98,346.97,348.69,5394027,GOOGL
12/24/2007,347.84,350.72,346.88,350.72,1628440,GOOGL
12/26/2007,349.84,356.97,349.45,355.78,2530377,GOOGL
12/27/2007,353.89,358.36,350.72,350.72,2943242,GOOGL
12/28/2007,352.82,354.33,348.62,351.62,2562699,GOOGL
12/31/2007,349.63,351.6,345.64,346.09,2376478,GOOGL
1/2/2008,346.78,349.03,339.2,342.94,4306848,GOOGL
1/3/2008,342.97,343.77,338.6,343.01,3252846,GOOGL
1/4/2008,340.18,340.82,327.83,328.83,5359834,GOOGL
1/7/2008,327.3,331.47,318.99,324.95,6404945,GOOGL
1/8/2008,326.83,330.31,315.82,316.16,5341949,GOOGL
1/9/2008,315.34,327,311.57,326.93,6744242,GOOGL
1/10/2008,322.83,328.93,320.38,323.69,6334653,GOOGL
1/11/2008,321.67,325.06,315.37,319.44,4977597,GOOGL
1/14/2008,325.9,329.03,322.95,327.24,4448369,GOOGL
1/15/2008,323.43,324.85,318.01,319.14,5584773,GOOGL
1/16/2008,314.8,320.31,301.27,308.28,10562595,GOOGL
1/17/2008,310.69,313.18,299.3,300.7,8216873,GOOGL
1/18/2008,304.48,305.3,299.52,300.43,8540347,GOOGL
1/22/2008,281.3,299.05,280.88,292.47,9501793,GOOGL
1/23/2008,280.64,284.28,259.76,274.58,16971752,GOOGL
1/24/2008,279.68,290.13,277.35,287.53,9409332,GOOGL
1/25/2008,296.2,297.8,283.37,283.48,6965930,GOOGL
1/28/2008,285.77,286.41,274.57,278.27,5816620,GOOGL
1/29/2008,280.52,280.95,270.61,275.54,6284567,GOOGL
1/30/2008,274.87,280.5,272.03,274.41,7947343,GOOGL
1/31/2008,269.77,286.79,267.41,282.43,14871222,GOOGL
2/1/2008,264.6,268.6,255.25,258.21,17601684,GOOGL
2/4/2008,254.79,256.65,246.52,247.96,13160074,GOOGL
2/5/2008,244.96,254.75,244.5,253.65,11210033,GOOGL
2/6/2008,255.83,255.84,249.21,251.11,7640492,GOOGL
2/7/2008,248.68,257.35,247.63,252.73,7930092,GOOGL
2/8/2008,254.96,259.12,254.6,258.6,6828979,GOOGL
2/11/2008,260.52,262.12,256.96,260.84,5826685,GOOGL
2/12/2008,261.96,265.57,256.77,259.3,6662924,GOOGL
2/13/2008,261.51,267.76,259.6,267.58,6632316,GOOGL
2/14/2008,269.44,270.79,265.77,266.39,6480153,GOOGL
2/15/2008,264.42,266.6,262.43,265.08,5243414,GOOGL
2/19/2008,267.74,267.8,253.5,254.73,6352534,GOOGL
2/20/2008,252.01,255.76,249.66,254.75,6668010,GOOGL
2/21/2008,256.68,256.86,250,251.68,5678661,GOOGL
2/22/2008,251.28,254.75,249.02,254.15,5516076,GOOGL
2/25/2008,253.23,253.5,243.11,243.46,8372710,GOOGL
2/26/2008,230.83,233.47,223.65,232.33,23290879,GOOGL
2/27/2008,230.3,237.98,230.05,236.67,10127156,GOOGL
2/28/2008,235.49,239.78,233.91,237.93,6590488,GOOGL
2/29/2008,236.17,240.11,232.56,235.83,9426116,GOOGL
3/3/2008,235.99,236.6,225.28,228.74,7557087,GOOGL
3/4/2008,225.7,226.91,218.11,222.52,13628262,GOOGL
3/5/2008,222.85,227.31,222.22,224.07,7439608,GOOGL
3/6/2008,224.07,226.88,215.81,216.57,7471193,GOOGL
3/7/2008,214.65,220.22,213.33,216.89,8071768,GOOGL
3/10/2008,214.63,215.72,206.73,207.02,7989824,GOOGL
3/11/2008,212.84,220.3,212.54,220.14,8832034,GOOGL
3/12/2008,220.23,224.16,219.25,220.31,6652334,GOOGL
3/13/2008,216.55,223.71,214.6,221.73,7727576,GOOGL
3/14/2008,221.71,224.89,215.53,219.18,6574552,GOOGL
3/17/2008,214.21,217.07,206.26,210.14,7890149,GOOGL
3/18/2008,214.7,220.64,212.98,219.8,7240516,GOOGL
3/19/2008,220.78,223.97,216.05,216.22,6179192,GOOGL
3/20/2008,213.87,218.07,208.96,216.99,9913319,GOOGL
3/24/2008,219.43,233.12,219.08,230.51,6764494,GOOGL
3/25/2008,228.96,228.96,223.22,225.62,5833209,GOOGL
3/26/2008,226.52,231.67,224.87,229.32,5225697,GOOGL
3/27/2008,223.22,224.53,220.47,222.26,5832991,GOOGL
3/28/2008,223.95,227.01,217.37,219.26,4377076,GOOGL
3/31/2008,218.04,221.57,216.22,220.46,4446368,GOOGL
4/1/2008,224.09,233.48,223.66,233.09,6093549,GOOGL
4/2/2008,235.18,238.11,230.43,233.08,5999798,GOOGL
4/3/2008,231.1,231.88,224.29,227.79,6778451,GOOGL
4/4/2008,228.73,239.15,228.33,235.78,5898306,GOOGL
4/7/2008,238.75,242.96,237,238.65,5945423,GOOGL
4/8/2008,236.76,237.31,231.24,234.14,4550207,GOOGL
4/9/2008,234.8,236.24,229,232.33,6048035,GOOGL
4/10/2008,232.71,237.17,231.16,234.78,5073694,GOOGL
4/11/2008,232.27,233.86,227.73,228.95,4169117,GOOGL
4/14/2008,228.81,228.95,225.3,226.06,3842503,GOOGL
4/15/2008,229.29,230.09,222.08,223.64,4586501,GOOGL
4/16/2008,222.42,229.37,220.72,227.74,7630655,GOOGL
4/17/2008,228.04,229.91,223.48,224.99,13409137,GOOGL
4/18/2008,267.87,274.12,262.65,269.97,18238386,GOOGL
4/21/2008,269.96,271.57,265.41,269.16,7444117,GOOGL
4/22/2008,269.05,280.7,269.05,277.78,7941759,GOOGL
4/23/2008,279.25,279.93,270.75,273.52,4923072,GOOGL
4/24/2008,275.92,277.52,270.28,271.79,4138703,GOOGL
4/25/2008,274.78,276.78,271.64,272.3,4166074,GOOGL
4/28/2008,273.21,278.68,269.77,276.34,4010065,GOOGL
4/29/2008,275.69,281.98,275.28,279.51,4346436,GOOGL
4/30/2008,281.39,292.72,279.51,287.43,7904535,GOOGL
5/1/2008,289.44,297.76,288.77,296.84,6605847,GOOGL
5/2/2008,299.54,301.53,289.94,290.94,6999258,GOOGL
5/5/2008,299.73,299.8,293.86,297.75,6288296,GOOGL
5/6/2008,295.8,296.3,291.79,293.47,4632216,GOOGL
5/7/2008,295.43,300.04,288.5,289.79,6613900,GOOGL
5/8/2008,293.39,294.94,289.74,291.8,5123411,GOOGL
5/9/2008,289.8,292.8,285.9,286.9,4484839,GOOGL
5/12/2008,287.66,293.67,284.74,292.76,4865400,GOOGL
5/13/2008,293.41,294.27,289.56,291.79,5165161,GOOGL
5/14/2008,293.54,295.89,287.91,288.44,4379072,GOOGL
5/15/2008,289.79,291.77,288.09,290.79,4343918,GOOGL
5/16/2008,291.01,292.63,289.45,290.33,4275273,GOOGL
5/19/2008,289.56,294.73,287.05,289.05,5604808,GOOGL
5/20/2008,287.6,291.53,286.74,289.59,3313954,GOOGL
5/21/2008,289.55,291,274.22,275.27,6470194,GOOGL
5/22/2008,276.25,277.38,270.4,275,5077251,GOOGL
5/23/2008,273.75,276.78,269.17,272.58,4434523,GOOGL
5/27/2008,272.75,281.58,272.2,280.73,3868084,GOOGL
5/28/2008,284.25,286.03,280.83,284.4,4053146,GOOGL
5/29/2008,287.68,293.23,286.89,291.79,4846918,GOOGL
5/30/2008,292.03,295.25,290.94,293.19,3226189,GOOGL
6/2/2008,291.54,292.24,285.92,287.79,3674673,GOOGL
6/3/2008,288.54,290.54,280.59,283.93,4335870,GOOGL
6/4/2008,282.95,289.29,282.56,286.4,3363944,GOOGL
6/5/2008,288.83,294.31,288.39,293.44,3921519,GOOGL
6/6/2008,290.16,290.65,283.78,283.78,4735039,GOOGL
6/9/2008,284.31,285.28,272.97,279.21,5288503,GOOGL
6/10/2008,275.05,279.69,273.66,277.36,3658060,GOOGL
6/11/2008,278.4,278.95,272.5,272.87,3813039,GOOGL
6/12/2008,274.65,279.28,273.71,276.75,5496577,GOOGL
6/13/2008,281.03,288.14,280.95,286.04,6184523,GOOGL
6/16/2008,283.53,289.84,283.53,286.69,3544066,GOOGL
6/17/2008,288.46,289.32,284.47,285.01,3463538,GOOGL
6/18/2008,282.54,284.78,279.86,281.47,3388111,GOOGL
6/19/2008,277.95,282.17,275.68,280.38,5683305,GOOGL
6/20/2008,278.77,278.77,272.53,273.49,5983267,GOOGL
6/23/2008,272.95,276.85,271.28,272.88,3636930,GOOGL
6/24/2008,272.84,275.87,267.82,271.42,4672590,GOOGL
6/25/2008,272.76,279.18,272.11,275.78,4126218,GOOGL
6/26/2008,272.32,272.74,264.39,264.67,5660281,GOOGL
6/27/2008,264.1,265.26,257.8,264.3,5446925,GOOGL
6/30/2008,266.51,269.27,261.79,263.47,3765738,GOOGL
7/1/2008,260.05,268.63,258.76,267.63,4961186,GOOGL
7/2/2008,268.52,270.46,263.29,263.78,4225485,GOOGL
7/3/2008,265.71,269.88,264.01,268.77,2400686,GOOGL
7/7/2008,271.42,274.77,268.07,272.23,4260084,GOOGL
7/8/2008,273.27,277.87,270.27,277.54,4933328,GOOGL
7/9/2008,275.66,278.12,270.64,271.05,4154089,GOOGL
7/10/2008,272.77,275.02,265.63,270.56,4332164,GOOGL
7/11/2008,268.52,270.02,259.97,267.17,4981837,GOOGL
7/14/2008,269.77,270.3,257.98,261.07,4425055,GOOGL
7/15/2008,258.4,264.01,250.8,258.3,6071955,GOOGL
7/16/2008,257.28,268.52,255.56,268.07,4744695,GOOGL
7/17/2008,267.35,268.79,262.51,266.99,8796466,GOOGL
7/18/2008,249.42,249.74,239.33,240.9,11294260,GOOGL
7/21/2008,240.68,242.29,233.08,234.63,5910402,GOOGL
7/22/2008,233.59,240.37,233.03,238.79,4694231,GOOGL
7/23/2008,241.05,248.86,239.29,244.85,4898469,GOOGL
7/24/2008,248.6,248.68,238.05,238.05,3544129,GOOGL
7/25/2008,243.49,246.81,240.99,246.24,3184517,GOOGL
7/28/2008,246.29,246.29,237.8,238.8,3164213,GOOGL
7/29/2008,239.89,243.87,239.24,241.8,2803356,GOOGL
7/30/2008,242.99,243.25,236.64,241.59,3491976,GOOGL
7/31/2008,237.52,240.69,235.96,237.11,2865036,GOOGL
8/1/2008,236.49,236.85,231.48,234.16,3008213,GOOGL
8/4/2008,234.29,236.74,231.18,231.73,2486956,GOOGL
8/5/2008,234.03,240.28,233.4,240.16,3584521,GOOGL
8/6/2008,239.42,245.13,236.49,243.41,3375880,GOOGL
8/7/2008,241.24,242.24,238.44,239.8,2773726,GOOGL
8/8/2008,240.32,248.12,238.08,247.75,3739462,GOOGL
8/11/2008,246.48,254.69,246.14,250.67,4241367,GOOGL
8/12/2008,251.25,253.32,249.25,251.56,2755768,GOOGL
8/13/2008,251.05,252.02,247.19,250.27,3626049,GOOGL
8/14/2008,249.1,254.06,248.39,253,2918940,GOOGL
8/15/2008,253.75,255.59,253,255.33,3545614,GOOGL
8/18/2008,255.17,255.26,248,249.4,3336321,GOOGL
8/19/2008,245.46,249.39,243.56,245.5,3046669,GOOGL
8/20/2008,247.61,248.59,241.53,242.74,3984524,GOOGL
8/21/2008,241.7,245.19,239.87,243.51,3514192,GOOGL
8/22/2008,246,247.68,244.98,245.54,2297253,GOOGL
8/25/2008,243.3,248.75,240.99,241.75,2015252,GOOGL
8/26/2008,241.97,241.97,235.53,237.32,3308534,GOOGL
8/27/2008,237.1,237.65,232.65,234.52,4388646,GOOGL
8/28/2008,236.48,238.46,235.4,237.13,3029755,GOOGL
8/29/2008,235.11,235.74,231.4,231.88,3848198,GOOGL
9/2/2008,238.62,241.33,230.94,232.86,6120696,GOOGL
9/3/2008,234.6,237.38,230.02,232.44,4315457,GOOGL
9/4/2008,230.23,231.85,224.92,225.36,4886656,GOOGL
9/5/2008,222.97,226.45,220.26,222.35,4538375,GOOGL
9/8/2008,226.24,226.7,208.98,210.18,9021498,GOOGL
9/9/2008,211.8,216.41,207.71,209.54,7231445,GOOGL
9/10/2008,212.45,212.45,205.04,207.29,6227792,GOOGL
9/11/2008,204.38,217.76,203.39,217.09,6472648,GOOGL
9/12/2008,215.32,221.22,214.71,219.05,6027927,GOOGL
9/15/2008,212.21,221.21,212.07,217.15,6568621,GOOGL
9/16/2008,213.19,224.86,212.96,221.69,6991767,GOOGL
9/17/2008,219.46,219.79,206.93,207.45,9129154,GOOGL
9/18/2008,211.53,219.81,205.46,219.76,8592097,GOOGL
9/19/2008,230.73,231.27,221.86,224.8,10008393,GOOGL
9/22/2008,227.29,227.29,214.71,215.29,4409119,GOOGL
9/23/2008,216.84,220.62,213.07,214.85,5206644,GOOGL
9/24/2008,215.39,222.72,215.27,217.77,4242795,GOOGL
9/25/2008,219.64,225.22,218.21,220.02,5026917,GOOGL
9/26/2008,214.21,218.8,210.73,215.74,5292426,GOOGL
9/29/2008,209.96,211.97,190.55,190.69,10764969,GOOGL
9/30/2008,198.2,212.76,196.36,200.46,8824587,GOOGL
10/1/2008,206.27,208.7,201.75,206.07,6237073,GOOGL
10/2/2008,205.1,205.19,193.19,195.44,5988151,GOOGL
10/3/2008,198.87,206.46,191.73,193.65,8035907,GOOGL
10/6/2008,187.18,188.18,178.76,185.79,11222485,GOOGL
10/7/2008,186.85,187.68,172.86,173.18,11058832,GOOGL
10/8/2008,165.25,179.67,163.22,169.22,11828463,GOOGL
10/9/2008,172.43,174.46,161,164.65,8088421,GOOGL
10/10/2008,156.74,171.12,155.31,166.17,10600607,GOOGL
10/13/2008,178.07,191.17,173.05,190.7,8907601,GOOGL
10/14/2008,196.96,197.45,178.68,181.54,7874657,GOOGL
10/15/2008,177.5,179.68,169.58,169.75,6721780,GOOGL
10/16/2008,166.55,178.43,154.87,176.69,16289267,GOOGL
10/17/2008,189.67,193.19,181.96,186.46,14255817,GOOGL
10/20/2008,190.06,190.68,179.97,189.85,6757002,GOOGL
10/21/2008,186.38,192.08,181.18,181.56,5790611,GOOGL
10/22/2008,178.67,185.03,172.17,178.01,6564121,GOOGL
10/23/2008,177,179.18,169.16,176.34,6480445,GOOGL
10/24/2008,163.4,175.41,162.53,169.81,7358927,GOOGL
10/27/2008,167.57,171.67,162.96,164.91,6209173,GOOGL
10/28/2008,169.69,184.84,164.42,184.56,8106988,GOOGL
10/29/2008,183.08,185.69,176.36,179.18,9763687,GOOGL
10/30/2008,184.41,186.19,179.36,180.02,7993407,GOOGL
10/31/2008,178.26,186.17,177.31,179.86,7426876,GOOGL
11/3/2008,178.97,181.68,170.89,173.42,5955447,GOOGL
11/4/2008,176.9,186.37,172.92,183.65,7352449,GOOGL
11/5/2008,181.26,184.62,170.83,171.29,6949770,GOOGL
11/6/2008,170.15,172.38,163.07,165.78,8579492,GOOGL
11/7/2008,166.73,170.75,162.83,165.74,4690083,GOOGL
11/10/2008,164.16,164.89,154.89,159.55,8097595,GOOGL
11/11/2008,154.5,158.31,150.41,155.89,10148785,GOOGL
11/12/2008,151.18,156.4,144.02,145.65,10054453,GOOGL
11/13/2008,146.03,156.66,140.14,156.2,13239068,GOOGL
11/14/2008,151.78,162.66,151.43,155.17,9518466,GOOGL
11/17/2008,151.65,155.24,149.12,150.21,7544451,GOOGL
11/18/2008,150.94,152.02,142.82,148.86,8348791,GOOGL
11/19/2008,147.84,150.25,139.43,140.23,7841605,GOOGL
11/20/2008,137.58,141.61,129.65,129.91,9780746,GOOGL
11/21/2008,131.39,134.82,123.77,131.35,10246338,GOOGL
11/24/2008,134.76,135.11,124.63,128.85,10059557,GOOGL
11/25/2008,134.47,143.47,133.79,141.17,10774259,GOOGL
11/26/2008,140.28,147.88,138.24,146.19,6359179,GOOGL
11/28/2008,145.44,148.37,144.28,146.63,2566368,GOOGL
12/1/2008,143.48,143.83,133.12,133.13,5711464,GOOGL
12/2/2008,135,139.03,131.42,137.69,5841927,GOOGL
12/3/2008,135.06,140.82,132.8,139.85,5906616,GOOGL
12/4/2008,138.4,141.89,134.52,137.31,4887799,GOOGL
12/5/2008,135.65,142.26,132.14,142.14,6523993,GOOGL
12/8/2008,145.14,154.87,141.14,151.21,8145300,GOOGL
12/9/2008,148.99,159.16,148.65,153.14,6891773,GOOGL
12/10/2008,154.77,157.61,152.41,154.56,5239603,GOOGL
12/11/2008,152.24,156.6,149.05,150.26,6181078,GOOGL
12/12/2008,148,158.39,147.15,158.04,5722856,GOOGL
12/15/2008,157.16,159.4,152.71,155.49,6738806,GOOGL
12/16/2008,157.42,164.91,155.79,162.8,7199994,GOOGL
12/17/2008,159.48,161.23,156.37,157.78,5798130,GOOGL
12/18/2008,158.51,160.34,154.71,155.3,4764056,GOOGL
12/19/2008,155.65,159.05,154.65,155.24,5670140,GOOGL
12/22/2008,154.43,154.9,145.46,148.7,3919429,GOOGL
12/23/2008,150.37,151.81,148.48,149.16,3783790,GOOGL
12/24/2008,150.89,153.32,149.34,151.63,1921757,GOOGL
12/26/2008,152.19,152.78,149.3,150.33,1961122,GOOGL
12/29/2008,150.26,150.84,145.94,148.86,3702166,GOOGL
12/30/2008,150.55,153.56,149.5,151.71,3845369,GOOGL
12/31/2008,152.25,155.66,151.46,153.98,2887334,GOOGL
1/2/2009,154.45,161.07,152.9,160.82,3617574,GOOGL
1/5/2009,160.66,165.79,157.66,164.19,4891063,GOOGL
1/6/2009,166.66,170.57,163.36,167.2,6426845,GOOGL
1/7/2009,164.32,165.62,159.53,161.17,4495295,GOOGL
1/8/2009,159.3,162.76,158.83,162.76,3601466,GOOGL
1/9/2009,163.91,163.91,156.86,157.69,4341085,GOOGL
1/12/2009,158.31,159.63,155.27,156.5,3304863,GOOGL
1/13/2009,156.04,160.46,155.35,157.32,4433603,GOOGL
1/14/2009,155.15,157.06,149.02,150.64,5577379,GOOGL
1/15/2009,148.93,151.94,143.54,149.64,5937439,GOOGL
1/16/2009,152.66,154.28,148,149.98,5225959,GOOGL
1/20/2009,149.72,149.9,141.52,141.52,5050088,GOOGL
1/21/2009,144.32,151.9,144.32,151.69,4927534,GOOGL
1/22/2009,149.17,154.83,147.72,153.4,8266320,GOOGL
1/23/2009,154.79,166.15,152.26,162.51,10732775,GOOGL
1/26/2009,162.59,164.16,160.44,162.1,4611581,GOOGL
1/27/2009,163.39,167.1,162.3,165.91,4929544,GOOGL
1/28/2009,169.16,176.34,168.32,174.51,7693202,GOOGL
1/29/2009,172.44,172.7,170.23,171.83,7284342,GOOGL
1/30/2009,172.52,174.57,168.17,169.43,4673619,GOOGL
2/2/2009,167.31,172.67,166.17,170.46,5206915,GOOGL
2/3/2009,171.46,171.67,167.08,170.4,6561634,GOOGL
2/4/2009,170.21,177.4,169.75,171.67,6817851,GOOGL
2/5/2009,170.63,177.87,168.67,177.04,7265283,GOOGL
2/6/2009,178.41,187.09,177.9,185.83,7041797,GOOGL
2/9/2009,185.83,190.69,183.83,189.57,4983224,GOOGL
2/10/2009,188.18,188.94,179.12,179.43,7105831,GOOGL
2/11/2009,179.65,182.68,176.68,179.2,5232088,GOOGL
2/12/2009,176.76,181.99,175.92,181.71,5551383,GOOGL
2/13/2009,181.28,181.68,177.79,179.02,4147107,GOOGL
2/17/2009,173.43,173.72,170.01,171.5,5680732,GOOGL
2/18/2009,173.79,176.87,170.43,176.73,6025999,GOOGL
2/19/2009,178.91,180.08,170.88,171.49,4989553,GOOGL
2/20/2009,169.19,174.63,167.67,173.4,6218278,GOOGL
2/23/2009,173.67,175.07,164.94,165.2,5220506,GOOGL
2/24/2009,165.68,174.98,165.61,172.9,6101985,GOOGL
2/25/2009,171.25,176.33,169.63,170.99,6440776,GOOGL
2/26/2009,173.15,176.42,168.75,168.76,5607758,GOOGL
2/27/2009,166.64,172.08,165.72,169.16,5420892,GOOGL
3/2/2009,166.83,170.52,163.16,163.74,5789674,GOOGL
3/3/2009,165.2,167.01,161.34,162.9,6524207,GOOGL
3/4/2009,161.74,164.66,157.85,159.62,7820133,GOOGL
3/5/2009,158.4,159.7,151.47,152.97,6530631,GOOGL
3/6/2009,153.76,155.25,147.27,154.44,7238087,GOOGL
3/9/2009,150.14,153.44,144.87,145.59,6929592,GOOGL
3/10/2009,149.27,155.41,147.27,154.24,6731733,GOOGL
3/11/2009,155.21,160.16,153.01,159.11,5926878,GOOGL
3/12/2009,158.93,162.66,156.98,161.93,5026330,GOOGL
3/13/2009,163.21,163.89,159.67,162.37,3907609,GOOGL
3/16/2009,163.16,165.03,159.45,160,4947256,GOOGL
3/17/2009,160.25,167.84,159.7,167.84,4715786,GOOGL
3/18/2009,167.57,170.17,164.19,166.72,5013619,GOOGL
3/19/2009,166.01,168.17,163.85,165.13,4111476,GOOGL
3/20/2009,165.32,166.66,163.33,165.25,4738590,GOOGL
3/23/2009,166.95,174.9,166.68,174.48,4272085,GOOGL
3/24/2009,173.42,177.1,172.17,173.76,3821808,GOOGL
3/25/2009,175.38,175.85,168.29,172.21,4337117,GOOGL
3/26/2009,176.74,179.76,174.42,176.82,6004769,GOOGL
3/27/2009,175.18,176.17,172.91,174.02,3323401,GOOGL
3/30/2009,171.44,172.08,168.2,171.52,3096702,GOOGL
3/31/2009,174.64,176.93,173.26,174.2,3658421,GOOGL
4/1/2009,172.06,177.8,170.48,177.22,3303042,GOOGL
4/2/2009,181.84,185.06,180.34,181.43,4489367,GOOGL
4/3/2009,182.43,186.05,179.18,185.07,3789784,GOOGL
4/6/2009,183.68,185.09,180.88,184.3,3281760,GOOGL
4/7/2009,181.48,182.06,177.83,179.5,3681433,GOOGL
4/8/2009,181.93,182.68,178.28,181.18,2765142,GOOGL
4/9/2009,184.93,187.36,183.31,186.44,3383146,GOOGL
4/13/2009,185.85,189.74,185.34,189.24,3050081,GOOGL
4/14/2009,188.66,188.68,182.98,184.64,3429359,GOOGL
4/15/2009,183.73,190.72,182.26,189.94,4935003,GOOGL
4/16/2009,190.94,196.65,190.7,194.56,10185094,GOOGL
4/17/2009,193.2,200.11,192.6,196.32,10734963,GOOGL
4/20/2009,193.27,195.52,188.13,189.84,4429555,GOOGL
4/21/2009,188.27,192.34,188.24,190.93,3697301,GOOGL
4/22/2009,191.07,195.19,189.69,192.12,3503616,GOOGL
4/23/2009,193.95,195.07,190.75,192.54,2611240,GOOGL
4/24/2009,193.22,196.79,190.44,194.94,3386147,GOOGL
4/27/2009,192.36,194.94,191.57,193.17,2291125,GOOGL
4/28/2009,192.07,194.72,190.96,192.05,2943938,GOOGL
4/29/2009,193.18,197.68,193.11,195.93,3610160,GOOGL
4/30/2009,198.08,202.08,197.6,198.18,4361069,GOOGL
5/1/2009,197.71,198.99,195.97,197.04,2428611,GOOGL
5/4/2009,199.28,201.4,197.59,201.19,3204843,GOOGL
5/5/2009,200.19,202.7,198.82,201.7,2401096,GOOGL
5/6/2009,203.6,204.34,200.7,201.94,2633743,GOOGL
5/7/2009,202.25,202.7,196.45,198.5,3000724,GOOGL
5/8/2009,201.63,205.27,197.7,203.87,3865597,GOOGL
5/11/2009,201.6,206.21,200.8,204.19,2560736,GOOGL
5/12/2009,205.21,205.7,197.75,199.7,3796453,GOOGL
5/13/2009,197.24,198.39,194.37,194.96,2852384,GOOGL
5/14/2009,194.59,196.3,192.54,193.94,2937904,GOOGL
